,index,client_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,recency_score,frequency_score,monetary_score,rfm_score,segment_name
0,0,00008fb32c1c30a8ae8356b5591935e0,12,48,14320.549999999996,3,4,4,344,2,3,3,233,LOYAL
1,45,0080de77607ec3a65e18f4bd5bf9c55e,15,15,1407.8300000000004,3,4,4,344,2,3,3,233,LOYAL
2,52,0094003dec93609ccd0909ce07fc96c6,15,13,1307.98,3,4,4,344,2,3,3,233,LOYAL
3,87,00e6f14db2ad47ffa1084f27dddd1af6,21,8,2942.7300000000014,2,3,4,234,2,3,3,233,LOYAL
4,105,01190776bec41cdf11d12c0517c40f91,10,9,2686.7,3,4,4,344,2,3,3,233,LOYAL
5,109,01223e751f579865086607837d84ca17,10,8,831.76,3,3,3,333,2,3,3,233,LOYAL
6,149,01789354a9205ac0e120df806b507ec8,13,7,934.22,3,3,3,333,2,3,3,233,LOYAL
7,168,01a92730f6583058b297cc7cb813c430,21,8,1361.6,2,3,4,234,2,3,3,233,LOYAL
8,184,01c09d01f09e016f2595148376f35d04,15,8,2012.35,3,3,4,334,2,3,3,233,LOYAL
9,200,01eafd232fd66041c5c98e7add2f1f94,12,14,972.85,3,4,3,343,2,3,3,233,LOYAL
10,206,0200b979ed19bfa86d5c31b77a7a28b0,13,7,926.31,3,3,3,333,2,3,3,233,LOYAL
11,226,0223d0c02da8b9139e221af0be109357,10,11,1112.88,3,4,4,344,2,3,3,233,LOYAL
12,243,0257801aaf0e465b24bcdef3d794dd8d,11,10,1023.69,3,4,3,343,2,3,3,233,LOYAL
13,252,02679a8c31308a0c794722c558b5b61a,19,7,1243.36,2,3,4,234,2,3,3,233,LOYAL
14,271,02accb14c753bf7854abad2ad821580b,10,16,1364.9,3,4,4,344,2,3,3,233,LOYAL
15,279,02c017695eeb8be603a1153af96c2ec9,24,7,1322.96,2,3,4,234,2,3,3,233,LOYAL
16,286,02cf0e7680da5ed73946ecb8bbe59dd9,23,9,889.3399999999998,2,4,3,243,2,3,3,233,LOYAL
17,288,02d59ffe065c2f1b25ed63623c0d03d5,12,8,1904.31,3,3,4,334,2,3,3,233,LOYAL
18,291,02dacab790bcaf21747858d7d3fea290,21,17,1603.0300000000002,2,4,4,244,2,3,3,233,LOYAL
19,328,03424b7425dab5578674da1472d2ec1e,17,14,1931.58,2,4,4,244,2,3,3,233,LOYAL
20,331,034c641716792b125e9078db58f86519,20,13,2092.74,2,4,4,244,2,3,3,233,LOYAL
21,367,03b8d259522bf0602b04f520abd6da6b,16,20,1571.17,3,4,4,344,2,3,3,233,LOYAL
22,387,03df9e3254526946dd7945f1744da161,11,9,1024.03,3,4,3,343,2,3,3,233,LOYAL
23,431,0456d9be0a615539dce68413078b199d,27,8,1016.58,2,3,3,233,2,3,3,233,LOYAL
24,460,04ac8420c570bb6c03cb6c1e8855b46c,24,7,955.19,2,3,3,233,2,3,3,233,LOYAL
25,479,04e41184eb58a18a82fd095561b025d5,22,13,3114.7899999999986,2,4,4,244,2,3,3,233,LOYAL
26,486,04f3e43749cb5690a275f9859c0d1f2b,25,8,1391.11,2,3,4,234,2,3,3,233,LOYAL
27,487,04f47583d51019a257d6054d517923a1,19,7,793.99,2,3,3,233,2,3,3,233,LOYAL
28,516,0532bb4127c89c77b7618068a79d3360,13,8,2200.75,3,3,4,334,2,3,3,233,LOYAL
29,534,05682a37cc5cc11ce67970589ddd8811,14,19,1011.0900000000003,3,4,3,343,2,3,3,233,LOYAL
30,535,05696790c995b181b350b446962234ea,16,7,880.8700000000001,3,3,3,333,2,3,3,233,LOYAL
31,567,05c19aac73d3ee9855cb5d56b01bf04e,17,11,2733.99,2,4,4,244,2,3,3,233,LOYAL
32,612,0633232c460cb7fc185bbe3b3e6d0b3e,23,40,4571.82,2,4,4,244,2,3,3,233,LOYAL
33,645,067028d78424caeda26549b1d48f54f3,16,10,919.7,3,4,3,343,2,3,3,233,LOYAL
34,705,07149cc85f5f8555828c50e561d25484,20,9,1051.64,2,4,3,243,2,3,3,233,LOYAL
35,720,073817c3c6b216b49fe344c9e57aeb5d,10,8,1160.28,3,3,4,334,2,3,3,233,LOYAL
36,729,0755d56e41f03d53998369252a31f051,25,12,3787.34,2,4,4,244,2,3,3,233,LOYAL
37,733,075f9cd05bb78fdc2fc5e1fdca75ec33,16,9,1722.94,3,4,4,344,2,3,3,233,LOYAL
38,742,076f751f2b4b23c797939a4914a4b92b,11,8,858.19,3,3,3,333,2,3,3,233,LOYAL
39,752,077ab4637712f7a1ef1c05d310d054d3,23,7,3422.04,2,3,4,234,2,3,3,233,LOYAL
40,753,077ee383c27cb12f2eea34db4a87013e,10,12,1635.02,3,4,4,344,2,3,3,233,LOYAL
41,758,078d8619f700302840c1f0739278ce76,21,11,1561.3200000000004,2,4,4,244,2,3,3,233,LOYAL
42,776,07aa7327501e61eb2866035ddeb80213,25,12,3078.2599999999993,2,4,4,244,2,3,3,233,LOYAL
43,785,07bf927be6f3eaf803d5df6f594de263,11,9,2256.41,3,4,4,344,2,3,3,233,LOYAL
44,794,07e2a53f457e41f7d5afe995184e211b,11,9,1280.25,3,4,4,344,2,3,3,233,LOYAL
45,805,080c24539db7fb8354623b9dd3c8ccf7,26,8,918.89,2,3,3,233,2,3,3,233,LOYAL
46,858,08ac70b361db239985087f5ef6690f91,19,8,3747.47,2,3,4,234,2,3,3,233,LOYAL
47,894,09207bedfcb53f9c0899bbf4ad31fce6,16,8,1730.1,3,3,4,334,2,3,3,233,LOYAL
48,902,0930d0695d912dc0e9379c17b1a223cb,10,7,896.25,3,3,3,333,2,3,3,233,LOYAL
49,914,0950f2eae4356fd589b09a81105380e7,12,23,2095.54,3,4,4,344,2,3,3,233,LOYAL
50,969,09d32fe3ade76eac4a59b8a92329ffa8,13,9,1858.68,3,4,4,344,2,3,3,233,LOYAL
51,974,09da20021fdd0711770a0c0ab100b38b,22,17,1631.9,2,4,4,244,2,3,3,233,LOYAL
52,1037,0a87f541dfc74518571070de03c20e11,23,8,931.36,2,3,3,233,2,3,3,233,LOYAL
53,1111,0b3492df83143ef673c4cfb281184781,13,19,2710.33,3,4,4,344,2,3,3,233,LOYAL
54,1126,0b59f97589bcd4aa59c9f313309e6f03,13,18,3010.88,3,4,4,344,2,3,3,233,LOYAL
55,1135,0b6a14ec60fe360872322b399aa7723c,11,9,1539.74,3,4,4,344,2,3,3,233,LOYAL
56,1165,0bc64ac46f74f78300a973a7134ffb49,10,13,4418.6399999999985,3,4,4,344,2,3,3,233,LOYAL
57,1185,0c06bb2d86139fd1540ad2e76a030666,21,8,840.8199999999998,2,3,3,233,2,3,3,233,LOYAL
58,1202,0c36c26c2b3fc173d18e1655493d064c,13,15,6412.309999999999,3,4,4,344,2,3,3,233,LOYAL
59,1239,0c98d68a4475cb808c637271b9c41ec8,17,9,1550.71,2,4,4,244,2,3,3,233,LOYAL
60,1246,0ca8b75f01e4bc96d01090ed858bf18c,13,12,3895.56,3,4,4,344,2,3,3,233,LOYAL
61,1251,0cb0635e61b153328818ce17c08014dc,18,7,911.38,2,3,3,233,2,3,3,233,LOYAL
62,1254,0cb6f62d6d8bc06eb291b26f1d3343ed,15,8,1977.76,3,3,4,334,2,3,3,233,LOYAL
63,1302,0d3ed84a3a9713748f69916e223d9b7a,16,19,2613.32,3,4,4,344,2,3,3,233,LOYAL
64,1375,0dece4add49c37372e1b9045f1bbd065,10,8,888.9700000000001,3,3,3,333,2,3,3,233,LOYAL
65,1380,0dfbaf7f75c4013dae61a61dff0081c7,16,8,862.1300000000001,3,3,3,333,2,3,3,233,LOYAL
66,1411,0e58202b31bf260560373462f5651471,23,9,1265.1,2,4,4,244,2,3,3,233,LOYAL
67,1429,0e8dd7aeb8bc9a08a8473388138881a9,13,8,1275.32,3,3,4,334,2,3,3,233,LOYAL
68,1432,0e911e1d2f9f732fbf926a29da08b379,10,9,3432.53,3,4,4,344,2,3,3,233,LOYAL
69,1439,0e9d54dc69ecd72921f3126e4ec08619,15,8,1515.5300000000002,3,3,4,334,2,3,3,233,LOYAL
70,1441,0e9e038918df22d8290f8614559780da,24,7,866.89,2,3,3,233,2,3,3,233,LOYAL
71,1458,0edf67ffe68988dd11d0cb0a08de5e6f,22,7,1121.05,2,3,4,234,2,3,3,233,LOYAL
72,1475,0ef7b7bc4a64425c7f182de00a698833,23,16,969.67,2,4,3,243,2,3,3,233,LOYAL
73,1480,0efa991f907f551ff9ff0eba3f10bdf6,22,8,1769.94,2,3,4,234,2,3,3,233,LOYAL
74,1493,0f25a692e33372accae4dd28dd6476db,10,11,1007.95,3,4,3,343,2,3,3,233,LOYAL
75,1503,0f48e61ea0bb4f17b786644705ad0a72,17,13,2596.2699999999995,2,4,4,244,2,3,3,233,LOYAL
76,1505,0f49fd2dc4dc26832a0567758436bddd,24,8,903.89,2,3,3,233,2,3,3,233,LOYAL
77,1517,0f6a0680e9b0540ff15d9dc71b59b338,13,7,1566.6699999999994,3,3,4,334,2,3,3,233,LOYAL
78,1524,0f865b7524b24f21fb2c5d51b69e4a50,22,10,978.98,2,4,3,243,2,3,3,233,LOYAL
79,1535,0f9a35eceaacc372ccfd3f5f944a3f39,23,11,2838.44,2,4,4,244,2,3,3,233,LOYAL
80,1540,0fa875cb3a36496a97966824942c8450,11,8,1161.02,3,3,4,334,2,3,3,233,LOYAL
81,1544,0fabd336845f9ee5608607d2569509a6,10,23,2272.69,3,4,4,344,2,3,3,233,LOYAL
82,1549,0fba9881a79f69ef457660f8ad2a60d1,23,9,943.65,2,4,3,243,2,3,3,233,LOYAL
83,1552,0fc0c65d0a819bcf7607b150b4b63bcd,20,12,2308.95,2,4,4,244,2,3,3,233,LOYAL
84,1573,1003142b17c789f6321838b45f090935,19,11,1054.16,2,4,3,243,2,3,3,233,LOYAL
85,1587,102c1bc0b1c116f029fea1eceab6d5c7,23,8,1004.85,2,3,3,233,2,3,3,233,LOYAL
86,1615,10778ee73ebbfd781ee3289626edfacc,14,14,1872.59,3,4,4,344,2,3,3,233,LOYAL
87,1625,1096ef7fd2d8daed09cdf0c1208e5abc,25,12,1067.49,2,4,3,243,2,3,3,233,LOYAL
88,1645,10d6460cf6b19ca8b692a20700cbb783,22,7,829.13,2,3,3,233,2,3,3,233,LOYAL
89,1670,1132f5a25675b76f9a587bbd16ece74c,16,13,1839.74,3,4,4,344,2,3,3,233,LOYAL
90,1711,11a4e15c254702f9500810d1d9b425e2,12,9,1050.18,3,4,3,343,2,3,3,233,LOYAL
91,1724,11cddab311bb6c5ca0acbf58d5535f33,16,9,861.4300000000002,3,4,3,343,2,3,3,233,LOYAL
92,1732,11e4b3ece98d5556320e6306ba33357e,24,13,2654.38,2,4,4,244,2,3,3,233,LOYAL
93,1733,11e61e6ef0c9b786ac9240194e0e7411,12,9,1125.8100000000004,3,4,4,344,2,3,3,233,LOYAL
94,1745,1207bd1ba0dd38043f2111369ff2d9ef,11,11,2552.35,3,4,4,344,2,3,3,233,LOYAL
95,1760,122edcbca7489f274002539fb6c35765,14,7,1044.23,3,3,3,333,2,3,3,233,LOYAL
96,1764,1237b745832582432ead4d9e5137bfb7,19,14,2326.12,2,4,4,244,2,3,3,233,LOYAL
97,1769,1242627c919332562d9365995843d9d4,12,9,1320.55,3,4,4,344,2,3,3,233,LOYAL
98,1773,1248a5af817c6bdfe6275681194ab8db,12,7,901.57,3,3,3,333,2,3,3,233,LOYAL
99,1797,12938a7cab4bc8333bd06b8a035ad31a,16,9,917.56,3,4,3,343,2,3,3,233,LOYAL
100,1818,12ba241760441c10e5647a6fc97af81a,14,8,1360.7400000000002,3,3,4,334,2,3,3,233,LOYAL
101,1848,130207636cf366d3a42b80fc3a009b3a,21,7,1287.0700000000004,2,3,4,234,2,3,3,233,LOYAL
102,1876,133ed3559742df795dc42a58efb8825c,11,8,1533.86,3,3,4,334,2,3,3,233,LOYAL
103,1886,1355886786bca13bac3203e6f52c191d,10,7,1080.6,3,3,4,334,2,3,3,233,LOYAL
104,1915,13b6d165b4e707fed93d9321aeef807a,17,8,884.77,2,3,3,233,2,3,3,233,LOYAL
105,1937,1401813e65ae353829140c736471041f,10,8,852.39,3,3,3,333,2,3,3,233,LOYAL
106,1939,14041fb3b12d570f2999dc17f84f8035,11,7,857.17,3,3,3,333,2,3,3,233,LOYAL
107,1942,140c5189c887c22caddd13f99a850dff,13,7,2201.95,3,3,4,334,2,3,3,233,LOYAL
108,1968,14539006d325223c70711342cdcf8590,14,7,1516.8300000000004,3,3,4,334,2,3,3,233,LOYAL
109,1983,146fd0d7a68361700f526d80595f3048,11,13,1759.4500000000005,3,4,4,344,2,3,3,233,LOYAL
110,1985,14737b606327c8560227b383bb5cf1fa,10,15,1772.64,3,4,4,344,2,3,3,233,LOYAL
111,2023,14ef7c86f62973033d2fde8414c98fb8,21,10,1272.0300000000002,2,4,4,244,2,3,3,233,LOYAL
112,2043,152c559403e56b28dce8ebc2079268a4,15,15,1748.2500000000002,3,4,4,344,2,3,3,233,LOYAL
113,2060,155e175306b34a8cb275742d7e1a7444,11,42,4349.169999999999,3,4,4,344,2,3,3,233,LOYAL
114,2074,158f139e8a60f9db7f01f86935716389,14,9,1493.66,3,4,4,344,2,3,3,233,LOYAL
115,2089,15b4134214fa9771bf9c7d6beba098f6,11,10,823.85,3,4,3,343,2,3,3,233,LOYAL
116,2090,15b5a8c3fab051c2d3f35ef93d84c61f,24,7,838.6800000000002,2,3,3,233,2,3,3,233,LOYAL
117,2094,15be406cba25a90366181f69adeeae7c,10,8,1420.18,3,3,4,334,2,3,3,233,LOYAL
118,2122,160a6d7f3c6ee722b9c90bb83e2933ef,20,14,3137.1099999999988,2,4,4,244,2,3,3,233,LOYAL
119,2127,161da758d54d970e716591d11ca6116d,24,8,1366.5700000000004,2,3,4,234,2,3,3,233,LOYAL
120,2149,16470bf7ad961858d45394259f757f8a,11,8,1988.38,3,3,4,334,2,3,3,233,LOYAL
121,2151,164d18a9a7c360a926ddba2511ee8cd5,20,10,1386.69,2,4,4,244,2,3,3,233,LOYAL
122,2176,1672f7dafd583d5b0898a0581f83aa9b,13,9,968.18,3,4,3,343,2,3,3,233,LOYAL
123,2187,16938a2cf49b3ee56477dbc81f04b252,10,8,1043.5099999999998,3,3,3,333,2,3,3,233,LOYAL
124,2210,16b8a418fedf4f518ad4e2c64cf2936c,27,8,1143.18,2,3,4,234,2,3,3,233,LOYAL
125,2223,16df88e660f68cf51766b577c8752d73,15,11,1531.6799999999996,3,4,4,344,2,3,3,233,LOYAL
126,2250,170ec297956d91c9396ddab3adea9d6c,12,8,878.5500000000002,3,3,3,333,2,3,3,233,LOYAL
127,2280,173f2bcf95827984bf8c263bcd0de4d3,11,17,1844.29,3,4,4,344,2,3,3,233,LOYAL
128,2295,177a9365d5acd115c0fe1ec623b1451e,20,7,1322.69,2,3,4,234,2,3,3,233,LOYAL
129,2329,17ce8a56207c486e9c8457b85af7b67b,12,19,3379.799999999999,3,4,4,344,2,3,3,233,LOYAL
130,2343,17e7acb1f0468bc4497c0a9bb5b43b5a,11,8,2196.36,3,3,4,334,2,3,3,233,LOYAL
131,2346,17efb0be492f9a4a270b9a143b591777,15,10,1044.91,3,4,3,343,2,3,3,233,LOYAL
132,2362,18288de36384e66a2ad1d212474ef807,10,8,937.59,3,3,3,333,2,3,3,233,LOYAL
133,2378,18526105dee6e3f90897926435da4b4e,10,22,1672.37,3,4,4,344,2,3,3,233,LOYAL
134,2404,189dc97e6913ad7451a0849af34488a0,11,30,3172.06,3,4,4,344,2,3,3,233,LOYAL
135,2437,18eaa2d02f2f07d8cc095b74fe882e52,14,9,2205.01,3,4,4,344,2,3,3,233,LOYAL
136,2440,18f12d301217202a6688583e671ba389,10,8,1279.0,3,3,4,334,2,3,3,233,LOYAL
137,2447,18fbfba8200ca40412a6c1d903d5115c,19,9,1106.85,2,4,4,244,2,3,3,233,LOYAL
138,2466,193cec64635eff4f41372b4863801207,14,15,3494.1800000000007,3,4,4,344,2,3,3,233,LOYAL
139,2470,19423eeec30c2fbf5732bac007a3370f,18,10,1934.45,2,4,4,244,2,3,3,233,LOYAL
140,2488,19765f4ebf483412eef59a49980e90c6,11,8,1567.1799999999996,3,3,4,334,2,3,3,233,LOYAL
141,2498,199933a68bb3be436d51cb83103072c2,24,7,1234.68,2,3,4,234,2,3,3,233,LOYAL
142,2510,19b9284d9ed1e3cccd4ff5d89d63abb1,12,21,2159.21,3,4,4,344,2,3,3,233,LOYAL
143,2526,19e355862317d83c67d50caf7b3b7e38,12,8,1234.23,3,3,4,334,2,3,3,233,LOYAL
144,2554,1a296ea2f65007c223a0de22624bc9b2,23,8,1054.0300000000002,2,3,3,233,2,3,3,233,LOYAL
145,2561,1a410e845e059577037b58ad6e7c1a0d,11,15,2377.46,3,4,4,344,2,3,3,233,LOYAL
146,2609,1abd0123c34058d177187427b81124c2,17,13,1739.48,2,4,4,244,2,3,3,233,LOYAL
147,2620,1ae9e45f76416a1733c9a832acd51058,10,9,10174.05,3,4,4,344,2,3,3,233,LOYAL
148,2621,1aeafec0391f8f857eef95dc7de0abe5,14,9,1239.36,3,4,4,344,2,3,3,233,LOYAL
149,2642,1b163e7445cb29d36ed10f82e72b6d22,10,12,1502.43,3,4,4,344,2,3,3,233,LOYAL
150,2652,1b29666a6324a4a7fc6c3896d71a7497,16,11,1997.15,3,4,4,344,2,3,3,233,LOYAL
151,2677,1b72ed7333edb049f814f77f0a1aed57,16,9,1074.06,3,4,3,343,2,3,3,233,LOYAL
152,2706,1bb568f89d03d5cf9d0d1a3019869202,14,13,4243.37,3,4,4,344,2,3,3,233,LOYAL
153,2739,1c0ac7b9813f0b04a0ddd69b1b54990c,12,20,2976.55,3,4,4,344,2,3,3,233,LOYAL
154,2740,1c0ba4ff9a4496cfb90e77d4e5dd65c1,16,7,1221.48,3,3,4,334,2,3,3,233,LOYAL
155,2744,1c1b4c4af30e86a3fb510d5143d2d0dc,15,10,883.8800000000001,3,4,3,343,2,3,3,233,LOYAL
156,2752,1c2ed4dcf33401b6c6ea829c0f5d1787,12,8,890.04,3,3,3,333,2,3,3,233,LOYAL
157,2756,1c3629203bb152ad99171f17dd487eca,10,9,1603.66,3,4,4,344,2,3,3,233,LOYAL
158,2759,1c38c32305b787de1d0a0f8e44539b21,16,9,906.94,3,4,3,343,2,3,3,233,LOYAL
159,2761,1c3bb7a977a1b2c5599f4978049906cd,11,9,2729.91,3,4,4,344,2,3,3,233,LOYAL
160,2765,1c491d90e5b30747c33dd508d03228d8,22,11,1629.64,2,4,4,244,2,3,3,233,LOYAL
161,2771,1c55bb689cf0a0f2d4e190aec2fb1f68,10,11,1169.39,3,4,4,344,2,3,3,233,LOYAL
162,2784,1c68d7f5bc8de327d71e4733927a2aca,12,20,3801.119999999999,3,4,4,344,2,3,3,233,LOYAL
163,2787,1c6e6f05fb9088b59c8dd8ff86745e1a,24,7,845.87,2,3,3,233,2,3,3,233,LOYAL
164,2790,1c76998a371d5421751eaaa3acd08def,17,9,1330.67,2,4,4,244,2,3,3,233,LOYAL
165,2797,1c8b3e77e032032a16977f0be00c4afe,17,9,2531.5599999999995,2,4,4,244,2,3,3,233,LOYAL
166,2831,1cc3995f463e5771d1fd580199685dbd,11,21,1789.26,3,4,4,344,2,3,3,233,LOYAL
167,2852,1cee1aea2c77133e7f580bb7672cf07c,21,8,826.1199999999999,2,3,3,233,2,3,3,233,LOYAL
168,2903,1d6faf874af41b5a894bbd782ed8ba20,15,11,2529.48,3,4,4,344,2,3,3,233,LOYAL
169,2946,1de82fb127fad9847f2a3c4d90f6ab59,11,27,2936.9099999999994,3,4,4,344,2,3,3,233,LOYAL
170,2948,1deac66ad9fdae64dfe43e8a1815c68d,13,8,1026.9,3,3,3,333,2,3,3,233,LOYAL
171,3031,1ed2730cf3b4d1207506428cca9639fe,15,9,851.1600000000002,3,4,3,343,2,3,3,233,LOYAL
172,3032,1ed716e0f2da7bc6f0f4f94d46d14950,13,11,1933.51,3,4,4,344,2,3,3,233,LOYAL
173,3040,1ef0b0bb53ff0390ce310ad667cb7011,10,16,1550.12,3,4,4,344,2,3,3,233,LOYAL
174,3052,1f0a54c9390d8293819fc9677df97454,22,11,3606.39,2,4,4,244,2,3,3,233,LOYAL
175,3056,1f15aeed4b674c2a6e5a404f8d45dd91,25,9,1389.64,2,4,4,244,2,3,3,233,LOYAL
176,3075,1f3d11b5ea055aac302165b60095da68,12,7,1165.23,3,3,4,334,2,3,3,233,LOYAL
177,3081,1f54c147e377abff4fb5bb8c5985d7a5,12,11,889.3299999999998,3,4,3,343,2,3,3,233,LOYAL
178,3084,1f5a007d761ada2be8601ff637135415,13,7,814.5500000000002,3,3,3,333,2,3,3,233,LOYAL
179,3105,1f90ef4e4daabb21de16a89f66b606bf,13,7,798.99,3,3,3,333,2,3,3,233,LOYAL
180,3127,1fcbf2fb3c7be49e1ac2003137af4610,13,7,1133.97,3,3,4,334,2,3,3,233,LOYAL
181,3135,1ff0b3681416dc83eb4a76a683b2aa53,20,7,917.48,2,3,3,233,2,3,3,233,LOYAL
182,3144,20036c116ad12f2a957ad8ea3c348fee,13,8,994.45,3,3,3,333,2,3,3,233,LOYAL
183,3174,204bafbf00164ca4619818aa858ff9a6,16,11,4634.709999999999,3,4,4,344,2,3,3,233,LOYAL
184,3183,20626ff7e41ff752fce7670e4051f821,23,13,2456.5699999999993,2,4,4,244,2,3,3,233,LOYAL
185,3190,20701f0a6b215d689d076a1eb6727150,16,13,1246.0600000000004,3,4,4,344,2,3,3,233,LOYAL
186,3207,208878bf5c1327784a7997da7d9dd7fe,13,18,1364.16,3,4,4,344,2,3,3,233,LOYAL
187,3246,20f46cd2cd80d978092c582ecc5d263f,13,12,1364.73,3,4,4,344,2,3,3,233,LOYAL
188,3271,2128775e7cd96d6666f05c9907de247e,15,13,1676.71,3,4,4,344,2,3,3,233,LOYAL
189,3292,21664ccc3d942319a32636a5b223e42b,21,15,1110.22,2,4,4,244,2,3,3,233,LOYAL
190,3294,2175e4a327429e2e4076e74b3e9596cc,10,7,1083.3,3,3,4,334,2,3,3,233,LOYAL
191,3428,22b78b75646e6c14e838d5d55df27bd9,10,7,1206.45,3,3,4,334,2,3,3,233,LOYAL
192,3457,230f2179442503541d67e786a70184c2,19,11,1445.51,2,4,4,244,2,3,3,233,LOYAL
193,3467,23239227f70c896b50bd2a38b50b4547,12,14,1562.3900000000006,3,4,4,344,2,3,3,233,LOYAL
194,3494,2369539c3104a3180892f29d0614ec8d,18,7,1167.28,2,3,4,234,2,3,3,233,LOYAL
195,3526,23c2cae96b159924e519ce696d68ae56,12,7,2331.9800000000005,3,3,4,334,2,3,3,233,LOYAL
196,3533,23d4b471374f905785ad07434ec8660f,24,8,961.16,2,3,3,233,2,3,3,233,LOYAL
197,3548,23f53de5f8099857a51a348dc6aa4c74,16,9,956.2,3,4,3,343,2,3,3,233,LOYAL
198,3560,2414b13e1b723555b7c6113f7cda9718,17,10,2201.8699999999994,2,4,4,244,2,3,3,233,LOYAL
199,3597,248a225b54ab035ff499235440845f59,25,9,1537.16,2,4,4,244,2,3,3,233,LOYAL
200,3612,24bea6a176362d028b5cb70f5e1bf716,25,11,825.3699999999999,2,4,3,243,2,3,3,233,LOYAL
201,3614,24c4d95d3353dc982ff811a22b72e6e9,13,29,2739.9299999999994,3,4,4,344,2,3,3,233,LOYAL
202,3631,24de4735f638bc02764129b17ced3a9a,22,7,1285.72,2,3,4,234,2,3,3,233,LOYAL
203,3634,24e64685cc62e155f4cf8f7b7b135215,24,8,3814.41,2,3,4,234,2,3,3,233,LOYAL
204,3655,2516ea0746fde0a342f7f641dc47330a,16,8,1041.49,3,3,3,333,2,3,3,233,LOYAL
205,3664,25343f300a2704da713f022be008ff3e,25,8,6376.55,2,3,4,234,2,3,3,233,LOYAL
206,3715,25e4245d9feba89c1535f07d60f4cd0c,17,11,1413.49,2,4,4,244,2,3,3,233,LOYAL
207,3716,25e619890ada0f0cce1f53bc1655ee5a,25,11,2956.75,2,4,4,244,2,3,3,233,LOYAL
208,3720,25fb7d13cc80b675c69d67bc12f27777,10,15,1635.9399999999996,3,4,4,344,2,3,3,233,LOYAL
209,3729,2619560dee1422609d1a8778eaebc4a8,25,9,4329.690000000001,2,4,4,244,2,3,3,233,LOYAL
210,3731,261af7e23286c09e7ff91569bbe2c08b,23,7,6073.02,2,3,4,234,2,3,3,233,LOYAL
211,3743,2638b92d271e1a798b53508149c7ccc1,15,9,938.89,3,4,3,343,2,3,3,233,LOYAL
212,3772,2676fbfd3fa57b93f4627dcb493be84e,16,9,806.09,3,4,3,343,2,3,3,233,LOYAL
213,3776,2685a85542931b285fe8f3bfb1828da5,15,13,1661.22,3,4,4,344,2,3,3,233,LOYAL
214,3792,2699f2857a3c8e6c8c6660d0b0110e20,16,15,1365.8300000000004,3,4,4,344,2,3,3,233,LOYAL
215,3850,274199d168fd77eb98817a3326e4e45f,25,9,1031.88,2,4,3,243,2,3,3,233,LOYAL
216,3855,274fa9c74319cb693262716c73087c6c,16,11,1009.82,3,4,3,343,2,3,3,233,LOYAL
217,3869,2777decfed727e68764cb15f85f31efe,23,7,1140.41,2,3,4,234,2,3,3,233,LOYAL
218,3879,2789af68928214e391eef972b68bf83f,10,8,1059.86,3,3,3,333,2,3,3,233,LOYAL
219,3885,2797fcd4812ecc69a521a398a8d7594c,22,14,1280.19,2,4,4,244,2,3,3,233,LOYAL
220,3902,27af45a0ba4e83c8c2cea8107cb761f8,22,20,1978.66,2,4,4,244,2,3,3,233,LOYAL
221,3911,27c2bf546b0b88ced83891f2aa2ba2ab,27,8,2594.82,2,3,4,234,2,3,3,233,LOYAL
222,3939,280a09c81a825fd929340803ea99679b,18,9,1953.65,2,4,4,244,2,3,3,233,LOYAL
223,3959,28389c86c57fab2d994a4ee12cc53be2,24,7,3092.32,2,3,4,234,2,3,3,233,LOYAL
224,3970,284da453922ac15de50e3943a59e904b,15,8,977.51,3,3,3,333,2,3,3,233,LOYAL
225,3976,2862411bf14a1481ae7a730952606dd8,13,7,913.15,3,3,3,333,2,3,3,233,LOYAL
226,3982,286d0cc40efca90c1cd1bd9380c9809c,16,8,4919.5999999999985,3,3,4,334,2,3,3,233,LOYAL
227,4015,28b2addfbb6b1c5b30a5b84b3a8d5c94,11,18,3400.48,3,4,4,344,2,3,3,233,LOYAL
228,4016,28b43f8802f9fef92b6df2037ba8cd50,10,11,3853.78,3,4,4,344,2,3,3,233,LOYAL
229,4024,28d2a650c876805ad5e6db2125cb931f,12,12,2010.77,3,4,4,344,2,3,3,233,LOYAL
230,4043,291a774105ce2d87e63005898fdebf5c,15,10,817.7,3,4,3,343,2,3,3,233,LOYAL
231,4082,29a2cc7d7d93262985c57490465cb19a,26,7,804.08,2,3,3,233,2,3,3,233,LOYAL
232,4116,29f3d11c9d111020918bc5e0cd5c81f7,19,8,1305.2700000000002,2,3,4,234,2,3,3,233,LOYAL
233,4130,2a2b71d47043fa6cab9b106f92e2fce3,15,9,1003.32,3,4,3,343,2,3,3,233,LOYAL
234,4133,2a2c4ecff9e19cd72282e9691974131f,16,63,3359.1699999999987,3,4,4,344,2,3,3,233,LOYAL
235,4140,2a46313820e17dd648efc86371e1e880,13,22,3353.9199999999987,3,4,4,344,2,3,3,233,LOYAL
236,4143,2a48357e7adc68da1a43de2f0827052a,10,9,1180.02,3,4,4,344,2,3,3,233,LOYAL
237,4169,2aa3abcc06142a92adef697d2857c3cb,21,10,1208.28,2,4,4,244,2,3,3,233,LOYAL
238,4176,2ab73d2c348f521a35ce00383a0883fe,10,13,1586.3200000000004,3,4,4,344,2,3,3,233,LOYAL
239,4205,2b0f1d5089e31f47860986f52d27c30a,10,8,1723.15,3,3,4,334,2,3,3,233,LOYAL
