,index,client_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,recency_score,frequency_score,monetary_score,rfm_score,segment_name
12915,13139,863948d64df6fa43674eb4c0c543eb30,26,2,103.39,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12916,13170,86812ceb7517e7099eaba2ddffecd97e,10,1,89.98,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12917,13199,86c15d8e327ca9cefbaf21fde956d0bb,17,2,182.63,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12918,13202,86ce01b6642e40c43357a8ea4a783968,26,2,104.98,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12919,13213,86ec3a3327ff155ce149ea58ed1f2301,27,2,199.16000000000003,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12920,13217,86f94117cae97a0ae8c10d832da8720e,15,2,123.93,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12921,13218,86faf7a7d72ec79a90f1f61470c56d55,19,2,58.98,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12922,13223,870dd7ef8c0f5ee19704c5c44ecd4919,17,1,184.53,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12923,13260,877032c560982c0ab7dbda1cae86f8e1,24,1,67.89,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12924,13270,8791c0a9b80dab4a797400b3cffbb081,12,1,89.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12925,13271,879294bfa289840343b3eb6a320c7503,26,1,113.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12926,13279,87a2e6a761bde5361d219bd6c0e952ec,10,2,84.08,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12927,13325,881dbeab9d8f5e1b05a7fb877b3379f4,24,1,155.56,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12928,13339,882e515546088995438e398e6ff1ca7b,15,1,131.58,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12929,13340,882f65acd8134dae014981aa4c6912ae,14,2,67.16,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12930,13382,88a320ebf34a9d80db29bad50234ef3b,15,1,64.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12931,13384,88a7dcec56e51c4839be338eb30d1f3f,27,1,173.52,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12932,13386,88ad5fea47848dfa5198bbe9b3323374,11,1,10.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12933,13387,88ae3a685d865e1c969b8e07916a7757,23,2,209.98,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12934,13429,891e444278f8427b2c37a5dd96a40633,18,1,149.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12935,13484,89aa3fcc58b827adbe4b1e1f268c9b5e,27,1,57.19,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12936,13491,89cf77c5ad11078e01716bed881e1e2c,23,2,104.97,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12937,13499,89ef8ec8255ab2c39fdbd1b1208de323,26,1,189.99,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12938,13524,8a366d17edf14cd026b9bd88e5952da3,13,2,225.77,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12939,13545,8a8652d0762a32a0166883576db52c7d,17,2,110.48,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12940,13558,8aa5c6f4e63cb1f3066477eecc3f4371,24,1,89.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12941,13560,8aab0dfedf1e2d8bfbb274deee8833af,24,1,107.96,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12942,13563,8ab99b1e8738987b8426a68ec03df580,22,1,49.89,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12943,13567,8acaf9217ac05889b0c4016ac737ed22,13,2,228.99,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12944,13577,8ae64a868969ffcf0848ffe2cc329179,15,2,187.98,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12945,13630,8b6105e8453e495c586c204a4a3b7b53,25,2,206.29,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12946,13643,8b96f878a93a54903b4b0d44a1b78924,11,1,49.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12947,13644,8b998c40e4164ca88ad387f62e274692,12,2,83.13,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12948,13649,8ba33b0222697dfdebe9236836eff4f9,24,1,99.89,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12949,13659,8bba8e7bedb7f8fb93ec77e648ef0af2,14,1,11.64,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12950,13670,8bcc71d15f044ca4e37680efbc60e2e4,27,1,69.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12951,13698,8c07aeebcb36fc612c2fb7754071d4d7,16,2,74.67999999999998,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12952,13707,8c24013b711e3cbcbb66f7b80d61c4ff,10,1,119.98,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12953,13718,8c5c6da15d608de45a31596354996dde,11,2,173.93,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12954,13771,8ce873bbe34b4a1615192ba1e496236c,15,1,51.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12955,13787,8d0a60678581bcbb4ec5bbd9a2b3caea,12,1,30.78,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12956,13820,8d6949b57cc812d4976e53c7479158a4,10,2,197.97,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12957,13822,8d6d9694fd4b4510c8c9bdd67a72187e,22,2,177.77,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12958,13845,8da99a5d52d01b88ef94af9cab82288d,10,1,64.45,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12959,13847,8daa7d8bad1deab2f74e6a9fcbc26e9c,16,2,136.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12960,13868,8de82af933b952405992dac37d1c58bc,16,2,133.49,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12961,13875,8df7b81ac2097d14954cdc93c6c56c58,13,1,3.49,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12962,13883,8e1e8e52ed41274d9a66f46bce7d520c,10,2,123.88,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12963,13902,8e497b28d2539f9295c5f33430ac9cd7,22,1,36.69,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12964,13929,8e8596cd5ba59bd327ed33e2ce2de38e,10,1,43.6,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12965,13938,8e9a55196d0e8d456c0c7039a982b754,24,2,168.05,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12966,13955,8eb990736161dc5ad323617078c33745,16,1,89.62,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12967,13970,8eda4afdc73d6e59b8ac976d2c795899,16,1,189.13,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12968,13993,8f1f50d02951f3045249fb6a868b3be4,16,1,169.99,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12969,14012,8f56ab4e61cf70a4fff08d944ce77a77,17,1,3.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12970,14050,8fc9c1c8004e844f407c844f5f279827,16,2,126.22,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12971,14075,8ff8d011416c781bd19c1e6b9f39262f,19,2,60.3,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12972,14087,90156787a94174d6694f3d845bd354af,19,2,49.68,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12973,14116,904f75314f38c5ef8240d3ce3fa569de,17,1,67.69,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12974,14122,905955b283e5db8156f1c24484838d99,23,1,29.35,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12975,14144,9090cf81938dc707492b9b6193d243c8,24,1,99.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12976,14146,90937913ef5e27ce32e9b7cea148f76b,25,1,38.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12977,14175,90d27ceaf804601cc63fdef5cf32967e,27,1,110.97,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12978,14196,9103a55d0d0788d88312e68aa6722081,24,1,39.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12979,14221,913fd834070b100647c8151b04b39e2d,19,1,199.03,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12980,14256,9199e91be77338506a12328972d91d01,24,2,128.48,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12981,14266,91aaccc3dc8d361963896b84a7ceb775,27,1,157.05,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12982,14279,91d08f2f2f592d116d3173142db17cbd,10,1,173.16,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12983,14283,91d9e12fd25255e9ec88f7bffee5df51,20,1,37.45,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12984,14301,92039017a6ca774beee1ae1839774846,13,1,54.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12985,14313,9220f8db54845e94d798787e72b0cff3,12,2,175.98,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
12986,14324,923b1ec2ab699273c6877f6e21b4b5d5,23,1,99.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12987,14347,926d49c2c8ae89cf8eb0bae835da57b8,15,1,6.79,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12988,14348,926e91a4b5e23068b1e621e7be6203ab,16,2,153.13,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12989,14360,929527351472941d298a679384c9fd6c,22,1,20.15,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12990,14396,9313ef28c9278f40e21eec1d3b314881,18,1,49.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12991,14407,9332f23c1317e66a84f94a10cd6bbd0e,11,1,109.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12992,14408,9333d5a4d72a25b352dda08de20c4401,23,2,227.9,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
12993,14418,934c99f4a12ee1ba081627718fce9f52,23,2,83.53,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12994,14420,9354082a2329b00689a2df143f65c291,19,2,92.97,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12995,14430,936ae47a445be42d1cab9088000706ce,25,1,77.94,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12996,14454,93a438f9639cd1905244f791a38fd677,14,1,33.0,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
12997,14465,93c2308b9a629e884df9cbb50c772b37,23,2,80.66,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12998,14513,942e7c6f5bc741fd4dc51bc050d8b62c,18,2,111.58,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
12999,14564,94cb51096fc357f9923833a1eb77a941,25,1,69.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13000,14605,951dfdd7964bdcd0f7421262e616090e,24,2,159.95,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13001,14623,955502a7108923a834395bb960fc87cc,19,1,99.68,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13002,14631,956f84b97cf61f9f992ca612566d621e,10,1,44.45,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13003,14642,958452d54cd8319250f5c7debd316f72,19,1,183.48,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13004,14655,95a668210190da775d74c492a52902b2,11,1,169.99,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13005,14664,95c0eaaa68675116d51999ef3d77ce04,18,2,121.68,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13006,14676,95deec51c46d264bf4d6c4519aad943c,23,1,187.22,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13007,14691,9614385e26da671dc3105d70eb830e7c,17,1,39.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13008,14697,961a8a5bda4dd639b8fbbf82073079a6,22,2,166.98,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13009,14712,964c74c8a904a32d593663e85cd5523a,23,2,199.97,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13010,14716,964eb9c2c551c615e9f9e5c1974fb46d,24,2,43.96,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13011,14739,967c40a48577d6a3962f6d1aa770c4c2,25,1,39.98,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13012,14743,9684ffa0f106c635009672bd36403f0c,24,2,189.98,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13013,14757,96aa2ba20a60705e36ca312bbe956832,25,2,216.87,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13014,14782,96e6c0a5a75798d32176532bce5e89e6,23,1,49.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13015,14817,972bf240a145441fe0a78fded100c56d,18,2,42.48,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13016,14840,976b876edd0e298b22119c2dff4e16f1,16,1,75.89,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13017,14878,97d07d0de181d627f920adb4c9809e51,12,1,59.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13018,14879,97d2b4f7a7f1b4f8e9bc606dd9222fd3,12,1,6.98,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13019,14883,97d756d7467316841b006ebaa79497a9,25,2,50.98,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13020,14888,97dec0120a0680e4a3ff93338c529342,10,2,210.93,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13021,14898,97f333a8a9b245d18ba1a5095bdbba2e,22,2,132.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13022,14905,980b101b69b8cc2341c778bf5ea3e11d,16,1,136.5,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13023,14922,9857bd10d721ea13dcd6c13915408a72,10,1,119.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13024,14934,9872555f42c407f58608855905030220,22,1,129.0,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13025,14937,987968be70f467bc940547bb34c5a504,14,1,109.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13026,14952,989d0fd51d64cd49bdb9a3c264d17a3b,20,1,53.59,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13027,14977,98dd3f50245f12ea8ead7f158ff1f409,23,2,157.48,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13028,14984,98f3ba548b23e7e9af80241b8eb475d2,11,2,53.48,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13029,15027,996aae8145d0dad6d56ce27c7b199048,25,1,89.04,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13030,15028,996c69103f8205c6eddf2af00bd8257b,22,2,88.57000000000002,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13031,15041,99856b4c7af4746360e79e9d234f0885,11,1,37.69,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13032,15062,99b6a43eebd0cc2e1b6e409e59921007,22,1,104.72,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13033,15084,99f311b44de46800829ddbc9bdff04b2,15,1,12.06,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13034,15087,99f5fe8680bd42c5fad6eb8e1416f3bd,11,2,50.78,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13035,15131,9a852af4b98ad5f08cd7dc6c1a9a32a5,16,2,86.87,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13036,15133,9a8835215dd84badb10216db798f8fa8,26,1,12.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13037,15143,9a9ab4636ae15fe728a11eee1bcbf9ad,19,1,115.19,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13038,15151,9abdd9010e63eaf638a8b4b97c9fc105,26,1,183.96,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13039,15166,9ad2eef8390d62c3ccc55f6ed0dab97d,12,1,64.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13040,15187,9b228d9f03d2b6c5fee427fb5a7a0f8e,19,1,79.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13041,15194,9b299f8ed1c1935fe49728ece730f328,23,2,93.97,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13042,15195,9b2bddd998361ed948524605574fe241,17,2,198.88,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13043,15212,9b541e06bfdee5c5f8623503c8b1885e,11,2,52.28,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13044,15220,9b63c6e905f7993fd024d4cecb4b54cb,21,1,88.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13045,15243,9b93a86fd49ca3ec893d0198b3f42c33,27,2,171.01999999999995,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13046,15297,9c2ccdf00d5f483813a34ee04aba1df5,20,1,77.6,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13047,15304,9c46b9aa0151c3afe09e9a9da341cd9f,11,2,123.97,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13048,15311,9c64d29c7778e2ffae695d0e2b7b28ac,16,1,86.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13049,15354,9ce0cdaf4099b15d1a6209b91aa27e5b,27,2,214.97,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13050,15373,9d1085a804a028aaeebb7c8b8a178346,21,2,114.17,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13051,15396,9d4e72d0b8d7acd7cae6ffef892a0ae8,16,1,35.89,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13052,15408,9d652dc1ecbbb930226154019d715609,13,1,28.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13053,15418,9d783edba5be32713ca12c844ae7b922,20,2,32.52,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13054,15422,9d7c81a6dba3707f64562cfbc2d2ed43,21,1,47.39,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13055,15423,9d7fc942467a369ad7d1fd36d3231829,12,1,39.39,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13056,15424,9d85ab2e854623dd8e3df1f3f6a20f98,26,1,162.99,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13057,15441,9dbdc13e646c831f6b8d509c00cdf07e,25,1,3.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13058,15450,9ddfa5c11e3289e294151aa37b20bc83,22,1,3.45,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13059,15475,9e1f1dd6f57d121e4995c2ee7c81183a,16,1,79.78,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13060,15494,9e4cd62cdacf9a4315d70b037e962b62,11,1,89.94,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13061,15507,9e699344f11e9ae8587f3da438ebe190,25,1,152.0,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13062,15513,9e7e6a6f4ab21407155a5a6c091a4cfa,17,1,63.29,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13063,15515,9e84d2151ba06fb97a1efdc76dabfc12,10,1,9.39,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13064,15548,9ee0c6415b5e912812ce2cd3d959430c,25,2,151.98000000000005,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13065,15559,9efcaae08b0ab4891b2a62d7cc4f5300,24,2,62.83,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13066,15563,9f055717b9b80e0bfa6a74366c242418,17,1,3.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13067,15576,9f29589cc78fe0270f56401dfa5ce575,13,1,64.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13068,15577,9f306c0e84f56942553153a396a5927e,16,1,59.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13069,15608,9f7ae446da5a131183f68f9c97e75a60,15,1,208.69,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13070,15614,9f8604f505454c430088473900b73d07,12,1,204.99,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13071,15660,a0063d14cab810e0be79305a3da8ad60,20,1,82.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13072,15691,a06b553eb2cd00c66dd70d817ec8c4e7,22,1,29.89,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13073,15718,a0a782bcd0444ecec43e14d23573f966,27,1,80.57,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13074,15719,a0aa588db5aca4409a02731073067bbe,16,2,76.97999999999998,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13075,15728,a0bee3a496138d0c14c33468650f7d11,21,2,46.91,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13076,15739,a0e23a2bc6493b939b8ae42ac02fc911,25,2,47.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13077,15740,a0e5aa5819446489277e5c5ab99151c6,22,1,95.11,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13078,15744,a0f2c73122588e63b1d372af81b88e5d,17,1,33.78,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13079,15755,a10714189d8be93e7b5b58219d89578a,24,2,212.95,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13080,15763,a119571b06ee688b6894e2d78db9a39c,21,1,164.76,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13081,15772,a12770e64b5295c2bc63ff9d2b85d6de,20,1,79.89,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13082,15797,a169dd1f50f4839de615c44a6330bf8c,23,1,3.49,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13083,15803,a16f1c31976704d7c05f997d1e81b1a1,14,2,60.97,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13084,15833,a1c9a02c9ec240e40941609c4d00d1e0,23,1,35.59,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13085,15878,a24726b3426e7fb6a06039c2a9af6743,14,2,227.99,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13086,15893,a27df027a38ebb5935a2ce8e5c25a38c,23,2,66.59,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13087,15938,a2e88a1acffe412417eb1bff32edddca,22,2,74.84,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13088,15969,a33843380bfcb132165be7b46002d8d0,11,1,212.49,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13089,15984,a3536eed8acd21b32a542ef778dfe8c9,19,1,131.01,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13090,15985,a3582b8cbc09c56e992cf19775bed7db,10,2,16.84,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13091,15989,a35be1575214c31f012891642d0d29a4,18,1,189.89,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13092,16003,a38767b1b7877ef70dc33ef8a0844380,23,2,222.63,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13093,16029,a3b7ad136216695b25caead8ab5d32d3,26,2,204.38,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13094,16149,a4ea1983f73722a52814bfb04095cb99,11,2,153.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13095,16159,a50bb2a452f3383f833b4fa820342f44,25,2,94.98,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13096,16178,a5458c4d63175afee1c7cbddf66443a5,19,2,157.18,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13097,16244,a5debb43daf7cb462dc66e3af92bedd4,19,2,165.91000000000003,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13098,16247,a5ea6c199abd270cc9e58ebe471e58e3,22,2,63.65,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13099,16372,a72c6db9ed3b764a2ba7f90563ee1008,15,2,180.54,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13100,16373,a733f755ccd276aac2ca838fc835954a,11,2,179.87,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13101,16403,a770e4bf171c65cb8c494e161235e71b,14,2,94.58,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13102,16418,a788278b4aadd2ed7732475e444f77e0,24,2,158.97,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13103,16432,a79dc936682aeb98a7b6acf37f5eb867,24,1,89.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13104,16434,a79f9dcd6d30c9133b8425deaa07fdeb,10,1,64.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13105,16450,a7c9070745428f691c833ae00eefaa51,11,2,98.66,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13106,16465,a8094538921c52d924bb953311f1bace,14,2,64.0,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13107,16467,a81aa648e94a9750ed8e1a24dd7a2f86,17,2,50.88,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13108,16485,a85976607492c33ae6025bc5188c2628,27,2,67.09,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13109,16490,a85e811018bca342e7fed01490781c04,16,1,2.0,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13110,16499,a879873d07bbc0897af32c530f733127,15,2,120.81,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13111,16515,a89e8b5b2e2cc2eb0ac18e5977af5002,18,1,29.99,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13112,16526,a8b1a15331151da161545a7a869722ef,27,2,174.62,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13113,16563,a912c50f55b84c7f5d1746cd73232ab0,11,1,92.18,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13114,16580,a94617cf1d1bf9ab0a4466d7ee2af714,15,2,195.35,3,1,2,312,2,1,1,211,ABOUT TO SLEEP
13115,16588,a95fff073a12630d075d8af5bc50095c,10,1,3.49,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13116,16634,a9ead05e98fd998d7ed7d7632ce9d92c,22,2,202.99,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13117,16650,aa1dd2eebc5f2d019c4e40aae9799d71,19,1,7.57,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13118,16688,aa771260962d2e650d669fd0eaba1a61,26,2,226.88,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13119,16728,aac7ddd1d82f3944b1973d3cc4f633ed,18,2,120.37,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13120,16742,aaef8861c4fed192217609825584d314,25,1,159.98,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13121,16788,ab7f4253bad9b27f098128a2c10e63c4,15,1,129.99,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13122,16789,ab7fe1d12f5698ce4f4312b2d6156a07,19,2,209.33,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13123,16848,ac2533a8ad869f51477590532b3f61b2,27,1,60.58,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13124,16854,ac3264bf745699934238df2c6d066787,10,2,10.28,3,1,1,311,2,1,1,211,ABOUT TO SLEEP
13125,16857,ac36919af8a7594149e3f8f324712311,25,1,199.98,2,1,2,212,2,1,1,211,ABOUT TO SLEEP
13126,16883,ac9bffb0f809e5337a4ba8a904be73f3,26,2,122.98,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
13127,16884,ac9cd62078ba0306b22f6cc32dfbb65a,23,1,99.02,2,1,1,211,2,1,1,211,ABOUT TO SLEEP
