,client_id,Recency4,Frequency4,Monetary4
0,00097e5a83bb53c0d0fc6dcc2b4939ab,22.333333333333332,3,3045.9999999999995
1,000f0fb0885f4f2a0366cfdab3bce390,8.0,1,1024.0
2,000f248294e5bfcb4b04a6101faa7592,4.0,1,2240.0
3,00125fe3b05ba65e08e6727837059786,12.333333333333334,6,634.0000000000001
4,001ff3e3c3fe8ac01c5e8af8129e93fb,16.0,1,45.0
5,0024c6c5939e911f9aa9a64d1d25dae9,28.0,1,2460.0
6,0036108a19275d89a0bbba144e39eada,14.0,1,317.0
7,00394c180574d1719172676517e087ea,21.0,1,1867.0
8,003aa9d9fc68df348bb36f4183fd25db,5.5,2,1133.0
9,003bdf063fd140c2f4b0270ee72e908a,17.0,7,46567.99999999997
10,003e1b039a24bf1a59739603a7285c24,5.0,1,1171.0000000000002
11,003fd0982c547375c04e9075ade25ea9,11.5,2,4518.999999999999
12,0049ec94684ed5a338738e3c8072c0ec,12.5,2,3851.9999999999955
13,00519e10e482f70d94d2395f3459b952,28.0,1,3778.9999999999995
14,0051a0fb6eef83b7ccf057b03ef0fffa,13.0,1,2090.0
15,005740df41b6f960037de9bd45f184c6,4.0,1,1148.9999999999998
16,005d8c4b703d1ec3e467a55fb5093e4a,11.0,2,3045.9999999999973
17,005df868720277eb4858f226927e5292,29.0,1,1904.0
18,0064cf2a5f8e8921a36dfd26eabd926b,21.0,1,116.0
19,006b83739e32337be0a7258238813e8d,11.333333333333334,4,3756.999999999999
20,006d7d214b73b00e64a83f8147e8c1af,25.0,1,496.0
21,006f9c768d5710605f468c3efb37f7c1,12.666666666666666,3,515.0
22,0077d0dfb7009eec4370afe0d05d1a49,23.0,1,1564.0
23,0078f950123e1995b103faf24e65f844,18.333333333333332,3,2640.9999999999995
24,0080de77607ec3a65e18f4bd5bf9c55e,4.333333333333333,10,4421.999999999997
25,0088b20c059d6f920c8398945a8bde59,29.0,1,5477.999999999998
26,0094003dec93609ccd0909ce07fc96c6,10.5,2,1900.9999999999998
27,009ab8148630220ae3a26dd86b89a2ca,19.0,2,1278.0000000000002
28,00a9e93b3559e8efb5b7cb45d4b1beaa,7.666666666666667,4,1008.0
29,00b0c2f6e4a2f03739d604ad3aee43bb,29.0,1,219.0
30,00b6cc3545ae4575e4121a307a4bb715,13.0,1,10609.999999999996
31,00b7bf8b29074ba9c77911695cbaac3c,3.5,2,1375.0
32,00bb6a4443ba9e9353126632b311f59c,5.0,1,1078.9999999999998
33,00c0021b07265d1c658e6675b6031f5d,15.0,2,1377.0
34,00c3d206d1b6d82d7285c634a7bdf607,25.0,2,1705.0
35,00c52b4835ef83f8af242747a39554c1,21.0,1,288.0
