,client_id,Recency3,Frequency3,Monetary3
0,0002b716f087267d868325afad2989ce,43.0,3,3175.999999999998
1,00067f6ced32c326a54ecd7fdccbef01,33.0,1,109.0
2,00097e5a83bb53c0d0fc6dcc2b4939ab,30.4,8,5457.999999999996
3,000b598bb8fa552507ee02a4d4096682,45.0,2,4722.999999999998
4,000f0fb0885f4f2a0366cfdab3bce390,30.5,2,1733.0
5,000f248294e5bfcb4b04a6101faa7592,2.0,1,2240.0
6,00125fe3b05ba65e08e6727837059786,12.6,5,295.0
7,001ff3e3c3fe8ac01c5e8af8129e93fb,14.0,1,45.0
8,0024c6c5939e911f9aa9a64d1d25dae9,26.0,1,2460.0
9,0025266d85302d590f78356fc756cb33,39.0,1,1915.0000000000002
10,0036108a19275d89a0bbba144e39eada,24.0,2,464.0
11,00394c180574d1719172676517e087ea,37.5,5,10949.99999999999
12,003aa9d9fc68df348bb36f4183fd25db,3.5,2,1133.0
13,003bdf063fd140c2f4b0270ee72e908a,29.0,7,38323.999999999985
14,003e1b039a24bf1a59739603a7285c24,3.0,1,1171.0000000000002
15,003fd0982c547375c04e9075ade25ea9,24.0,5,6160.999999999998
16,0049ec94684ed5a338738e3c8072c0ec,33.0,6,11459.999999999982
17,00519e10e482f70d94d2395f3459b952,26.0,1,3778.9999999999995
18,0051a0fb6eef83b7ccf057b03ef0fffa,11.0,1,2090.0
19,0055740086d2bb5e92b294765886c598,41.0,1,6065.999999999996
20,0055d83771e37f658757a83f8670b724,42.0,1,637.0
21,005740df41b6f960037de9bd45f184c6,2.0,1,1148.9999999999998
22,005d8c4b703d1ec3e467a55fb5093e4a,34.714285714285715,8,12471.999999999984
23,005df868720277eb4858f226927e5292,30.5,2,2343.9999999999995
24,0062590ec5cca5fc92d2a4254bc4feaa,57.0,1,394.99999999999994
25,0064cf2a5f8e8921a36dfd26eabd926b,19.0,1,116.0
26,00672e9ed1643c66bd8e916d4a964d2d,56.0,1,308.0
27,00684fe20d75919269f13ee60ee56961,47.0,1,2060.9999999999995
28,00698aea5b915a68244728781d831e4c,37.0,1,1051.0
29,006b83739e32337be0a7258238813e8d,24.0,5,4730.999999999998
