,client_id,Recency9,Frequency9,Monetary9
0,00053df5878f08fff64bb6d19d857bdb,10.8,7,1675.0
1,000b598bb8fa552507ee02a4d4096682,13.0,2,4969.0
2,000f0fb0885f4f2a0366cfdab3bce390,16.0,2,728.0
3,00125fe3b05ba65e08e6727837059786,28.0,1,90.99999999999999
4,001db1eb0f1f8d2eddc350ee6b5f9ddc,21.0,1,633.0
5,002e4de31370e6e8202dabdf00aa3a14,29.0,1,239.0
6,0036108a19275d89a0bbba144e39eada,15.0,2,1044.0
7,00394c180574d1719172676517e087ea,17.25,4,8303.999999999998
8,003bdf063fd140c2f4b0270ee72e908a,6.0,1,2003.0
9,004765e3a80f8b1d0cd3f45a851e2783,13.0,3,3900.999999999999
10,0049e2f5412ce63135b8b12735419423,3.0,1,2085.0
11,0049ec94684ed5a338738e3c8072c0ec,15.0,1,1665.0000000000005
12,004dd2b6941e11ae0340c97607a759a2,31.0,1,1114.0
13,004decae2c0fc97a04bdc81472ddec8f,7.0,2,7909.000000000001
14,00519e10e482f70d94d2395f3459b952,5.0,1,4277.0
15,005740df41b6f960037de9bd45f184c6,8.0,1,506.0
16,005d8c4b703d1ec3e467a55fb5093e4a,18.8,5,8155.9999999999945
17,005e34417f2e3a183788b7e658f42105,16.25,6,19251.000000000004
18,00608eddd0da408d5825d5f685d9b17c,20.333333333333332,3,932.0
19,0062590ec5cca5fc92d2a4254bc4feaa,19.333333333333332,3,6577.999999999996
20,006f9c768d5710605f468c3efb37f7c1,5.0,1,356.0
21,00723f2d1d215e7eb1cee3cc55ec0e1a,23.6,6,22018.000000000004
22,0076be9b8aab85eb8264692e02322f6a,18.666666666666668,3,7174.999999999998
23,0077d0dfb7009eec4370afe0d05d1a49,26.0,2,5886.999999999997
24,007f1d482f613e7e5fb74c86b3349ce0,21.0,1,24.0
25,0080de77607ec3a65e18f4bd5bf9c55e,1.0,2,211.0
26,008d47b443a65df520d523e027d88c90,5.0,9,6055.999999999996
27,0093c001c01fdd76f6892db2e25cff53,6.0,1,506.0
28,0094003dec93609ccd0909ce07fc96c6,15.5,2,1803.0000000000005
29,009ab8148630220ae3a26dd86b89a2ca,5.0,1,804.0000000000001
30,009cae6b43b6e55890a9064bcb795324,11.333333333333334,10,21436.99999999999
31,009f3126936875d007202aa2cb474cf3,25.0,1,2960.9999999999986
32,00a5538a671c122db0275b451faceaa2,16.5,2,368.0
33,00a5da0a21e5006a438aa6949794ab81,3.0,1,2172.9999999999995
34,00a875a145476bb7468126138c8ca14e,15.0,1,2303.0
35,00a9e93b3559e8efb5b7cb45d4b1beaa,19.333333333333332,3,2148.0
36,00ad0f13156684a0b18a15a7eafede66,5.0,1,1454.0
37,00b0c2f6e4a2f03739d604ad3aee43bb,22.0,1,164.0
38,00b6cc3545ae4575e4121a307a4bb715,22.0,2,570.0
39,00bb6a4443ba9e9353126632b311f59c,19.0,1,1439.0
40,00c0021b07265d1c658e6675b6031f5d,13.0,2,3108.9999999999995
41,00c52b4835ef83f8af242747a39554c1,19.0,1,519.9999999999999
42,00ca4517f41ebc5cf1fe5b7f5b2c742a,14.0,1,2510.0
43,00d42e2e554b0204e76c5495d287a1b8,2.0,1,310.0
44,00d69ece52280cfefa842b3651992151,23.5,3,6070.0
45,00dbfd7b587e2e9e15122203d952b76e,14.0,3,4731.999999999999
46,00e1d8bd8116449e214ce71b7d900da2,15.0,2,910.0
47,00e46dd7ee691da825485348f4b714bd,2.0,1,2405.9999999999986
48,00e5e38b8db3cb439ac3707aa7aeed95,15.2,6,4740.999999999998
49,00e7469cbfd286267003d12e136821de,14.166666666666666,6,7640.999999999997
50,00eed474c14f9b22aec058bc39e5c6f3,11.0,2,6924.999999999997
51,00f3d4aced6f922e7a78dc2c9c342de9,6.0,3,5810.999999999996
52,00f8817b8a9e47c148f2c097f92df1c3,16.5,4,5987.999999999998
53,00f9287c4decdf0f9182dd15d30bb71d,12.0,2,358.0
54,00fc410755700c8f620f3752790d5a71,15.5,2,6041.999999999996
55,00ff6f9b12db82a8d9ec4e5ffa49d9f4,19.0,3,798.0
56,0101a525b25400bc972e06655d65fc0d,6.0,2,1018.0
57,010bfb6072995d7dafdc5e814aeab1d0,24.0,1,761.0
58,010d23a3f8e4071dfe829d9684d40b6e,13.0,2,7316.000000000002
59,0110371e62e5060f62e80adb61f2847b,20.0,1,1654.0000000000002
60,011985e773ed28af623a306581150b9c,10.0,2,2467.9999999999995
61,011ab0219b8e39a243fc3fdf40aa2623,21.5,2,723.0
62,01223e751f579865086607837d84ca17,15.142857142857142,8,10221.999999999995
63,0124870dcc0743b75843dc58a3f73660,23.0,1,399.0
64,0126698bf0852a3c3912153008ad3284,14.5,8,8903.069999999996
