,client_id,Recency10,Frequency10,Monetary10
0,00009eefc2044785d7f90b300719e923,29.5,2,1658.0
1,00053df5878f08fff64bb6d19d857bdb,21.0,3,323.0
2,00097e5a83bb53c0d0fc6dcc2b4939ab,9.5,3,452.0
3,000b598bb8fa552507ee02a4d4096682,18.0,2,681.0
4,00125fe3b05ba65e08e6727837059786,13.333333333333334,4,308.0
5,001ade57055e272b4dfd41b701710e35,7.0,1,1594.0000000000002
6,0025266d85302d590f78356fc756cb33,28.0,1,2125.0000000000005
7,00394c180574d1719172676517e087ea,11.5,2,3230.999999999999
8,003fd0982c547375c04e9075ade25ea9,29.0,1,1861.0000000000002
9,004765e3a80f8b1d0cd3f45a851e2783,24.0,4,2883.000000000001
10,004dd2b6941e11ae0340c97607a759a2,2.0,1,3289.999999999998
11,00519e10e482f70d94d2395f3459b952,18.0,2,3737.0
12,005740df41b6f960037de9bd45f184c6,5.0,1,1076.0
13,005d8c4b703d1ec3e467a55fb5093e4a,15.25,4,9327.99999999999
14,005e34417f2e3a183788b7e658f42105,16.75,6,5434.999999999997
15,00608eddd0da408d5825d5f685d9b17c,6.5,2,738.0
16,0062590ec5cca5fc92d2a4254bc4feaa,5.0,2,1561.0000000000002
17,00698aea5b915a68244728781d831e4c,25.0,1,299.0
18,006b83739e32337be0a7258238813e8d,16.333333333333332,3,4806.999999999999
19,006d7d214b73b00e64a83f8147e8c1af,3.0,1,1833.0
20,00723f2d1d215e7eb1cee3cc55ec0e1a,14.6,5,18661.999999999996
21,0076be9b8aab85eb8264692e02322f6a,6.5,2,7408.999999999996
22,0078f950123e1995b103faf24e65f844,1.0,1,3687.999999999999
23,007aec8a8d529c7e7cdf56cd4f2f8263,20.666666666666668,3,7886.999999999999
24,007f1d482f613e7e5fb74c86b3349ce0,17.0,2,214.0
25,0080adf996e601e837161a1464f4425d,6.0,1,2434.9999999999995
26,0080de77607ec3a65e18f4bd5bf9c55e,12.5,3,1365.0
27,0093c001c01fdd76f6892db2e25cff53,14.0,2,3697.0
28,0094003dec93609ccd0909ce07fc96c6,18.333333333333332,3,1138.0
29,0095bfd9c3ea5f509a40b06fdd7217ae,12.0,1,599.0
30,009cae6b43b6e55890a9064bcb795324,17.4,9,15925.999999999989
31,009d078a50c98591da51e79cae55ba2a,11.0,1,351.0
32,009f3126936875d007202aa2cb474cf3,22.0,2,3801.999999999998
33,00a5538a671c122db0275b451faceaa2,16.0,3,1625.0
34,00a9b96ebe4561c5812016d688118591,8.0,2,571.0
35,00a9e93b3559e8efb5b7cb45d4b1beaa,17.5,2,1018.0000000000001
36,00aa6208fc2051cac6b8c9308bdb878a,28.0,1,888.0
37,00aad79d2ae4375af93b640d24bedbca,5.0,2,5151.999999999999
38,00ad0f13156684a0b18a15a7eafede66,16.0,2,2151.0
39,00b588bfc715047d28af89d354b517d1,13.5,2,722.0
40,00b6cc3545ae4575e4121a307a4bb715,8.0,1,155.0
41,00ba831294b55769590f36241c623760,22.0,1,7458.999999999998
42,00bb6a4443ba9e9353126632b311f59c,12.5,2,3267.0
43,00c0021b07265d1c658e6675b6031f5d,2.0,1,659.0
44,00c2fa4878ff9468ae178a9e87172e79,15.0,1,753.9999999999999
45,00cb2d287c9055eb5766c21f144bd681,15.5,2,2279.0000000000005
46,00ce53e9ddc5dc99bc7b33d460f6d9a7,15.0,1,2142.0000000000005
47,00d801728caf81f101f42d223cc5a4bf,16.0,1,745.0
48,00dbfd7b587e2e9e15122203d952b76e,16.0,3,5151.999999999999
49,00dfd1dab4ff6ae0c21da1a85c361e80,4.0,1,6551.999999999997
