,client_id,Recency7,Frequency7,Monetary7
0,00008fb32c1c30a8ae8356b5591935e0,29.5,4,2337.0
1,00053df5878f08fff64bb6d19d857bdb,8.0,1,99.0
2,0005b7ebab1e76312231acce6ec054b8,19.0,1,2346.0
3,00097e5a83bb53c0d0fc6dcc2b4939ab,12.75,7,3801.9999999999973
4,000b598bb8fa552507ee02a4d4096682,21.0,1,3011.0
5,00125fe3b05ba65e08e6727837059786,3.0,2,181.0
6,001ade57055e272b4dfd41b701710e35,29.0,2,1817.0000000000002
7,001db1eb0f1f8d2eddc350ee6b5f9ddc,18.0,1,3410.999999999999
8,0036108a19275d89a0bbba144e39eada,13.666666666666666,5,9041.999999999996
9,00394c180574d1719172676517e087ea,20.0,1,1985.0000000000002
10,003aabdc6a1ba4069a40e0f863641d2e,14.0,1,871.0
11,0049ec94684ed5a338738e3c8072c0ec,18.0,1,1733.0000000000005
12,004decae2c0fc97a04bdc81472ddec8f,15.0,1,1488.0000000000002
13,004e2d7541d6fb5fb861ec467216f637,21.0,2,3610.9999999999995
14,00552baa41d5cd9e022518caae9f07fe,13.6,5,5876.999999999996
15,0055740086d2bb5e92b294765886c598,30.0,1,2572.0
16,005740df41b6f960037de9bd45f184c6,18.5,2,672.0
17,0059129770743d2bce45e555283c06b8,16.0,1,3346.999999999999
18,005d8c4b703d1ec3e467a55fb5093e4a,15.5,2,4446.999999999996
19,005e34417f2e3a183788b7e658f42105,9.0,3,3211.999999999999
20,00608eddd0da408d5825d5f685d9b17c,21.0,1,932.0000000000001
21,0064cf2a5f8e8921a36dfd26eabd926b,15.5,2,323.0
22,00698aea5b915a68244728781d831e4c,17.0,1,825.0
23,006f9c768d5710605f468c3efb37f7c1,30.0,1,727.0
24,0076be9b8aab85eb8264692e02322f6a,11.666666666666666,3,12144.999999999984
25,007f1d482f613e7e5fb74c86b3349ce0,15.0,2,627.0
26,0080367d1572f54e17444ce2eb8263e1,20.0,1,1707.0
27,0080de77607ec3a65e18f4bd5bf9c55e,8.0,1,1602.0000000000002
28,0094003dec93609ccd0909ce07fc96c6,17.0,2,1053.0000000000002
29,009ab8148630220ae3a26dd86b89a2ca,4.5,2,1703.0000000000002
30,009d078a50c98591da51e79cae55ba2a,28.0,2,1124.0000000000002
31,009d8d95689557f60edf09dc67e5b490,24.0,1,618.0
