,client_id,Discount0,Frequency0,Monetary0
0,000b598bb8fa552507ee02a4d4096682,11.234974701571616,4,5742.0
1,000f0fb0885f4f2a0366cfdab3bce390,22.24921059023561,1,722.0
2,00125fe3b05ba65e08e6727837059786,0.0,1,121.0
3,0025266d85302d590f78356fc756cb33,75.84213240682935,1,89.0
4,00394c180574d1719172676517e087ea,22.57147966387086,2,3905.0
5,003aa9d9fc68df348bb36f4183fd25db,0.0,2,1968.0
6,003bdf063fd140c2f4b0270ee72e908a,17.310032250316006,1,7913.1
7,003e1b039a24bf1a59739603a7285c24,22.446637142942855,5,2953.0
8,003fd0982c547375c04e9075ade25ea9,18.38529884551342,4,3367.0
9,0049ec94684ed5a338738e3c8072c0ec,27.734306261333735,2,5060.0
10,00519e10e482f70d94d2395f3459b952,21.79274832814862,2,6174.0
11,005740df41b6f960037de9bd45f184c6,0.0,1,374.0
12,0059129770743d2bce45e555283c06b8,0.0,1,134.0
13,005aed5784c2930d012762fa1e4c5733,3.620708230087762,1,1109.0
14,005d8c4b703d1ec3e467a55fb5093e4a,19.425174424626984,5,7003.0
15,0062590ec5cca5fc92d2a4254bc4feaa,12.548005299920309,2,6257.0
16,0064cf2a5f8e8921a36dfd26eabd926b,45.04854034107565,1,948.0
17,006f9c768d5710605f468c3efb37f7c1,6.78055979276295,1,3943.0
18,0076d5ce0d002162b725217d9c950c5d,16.582308386191492,1,2280.0
19,0080367d1572f54e17444ce2eb8263e1,26.46879139947494,2,1755.0
20,0080de77607ec3a65e18f4bd5bf9c55e,11.58254569058804,4,1719.0
21,0083be753bc21ab5bd067f2b5942b041,12.85376500545653,2,225.0
22,00875669f6f0d2aaaa75a1b3f324618b,14.032638742205364,1,1806.0
23,0088b20c059d6f920c8398945a8bde59,8.006380931824753,3,4643.49
24,008f114260f64a877e1481facda037e0,8.53560617535312,2,2982.0
25,0093a09fefb6266a774a37cf024d3d6c,0.0,1,1711.0
26,0095bfd9c3ea5f509a40b06fdd7217ae,15.032074125539916,3,1738.0
27,009ab8148630220ae3a26dd86b89a2ca,27.956153516295025,1,798.0
28,009d8d95689557f60edf09dc67e5b490,17.10200426764213,1,1694.0
29,00a5da0a21e5006a438aa6949794ab81,3.3580668135217056,2,2017.0
30,00aa6208fc2051cac6b8c9308bdb878a,8.140920785487065,1,2137.0
31,00aad79d2ae4375af93b640d24bedbca,7.110492355745522,1,3466.0
32,00ad0f13156684a0b18a15a7eafede66,6.834200657549644,3,2850.0
