,client_id,Discount2,Frequency2,Monetary2
0,000b598bb8fa552507ee02a4d4096682,13.641038901912328,2,2089.0
1,000f0fb0885f4f2a0366cfdab3bce390,24.496189775563728,2,2666.0
2,001ade57055e272b4dfd41b701710e35,14.290049922549592,3,3427.58
3,001db1eb0f1f8d2eddc350ee6b5f9ddc,0.0,1,265.0
4,0025266d85302d590f78356fc756cb33,13.37296996652578,2,2073.0
5,0036108a19275d89a0bbba144e39eada,30.929577709131735,2,3330.0
6,00394c180574d1719172676517e087ea,28.86589945126415,2,5594.0
7,003aa9d9fc68df348bb36f4183fd25db,10.910125653352504,3,2458.0
8,003fd0982c547375c04e9075ade25ea9,14.31813591280684,3,3676.0099999999998
9,0049ec94684ed5a338738e3c8072c0ec,25.624758873922378,3,4183.0
10,0051a0fb6eef83b7ccf057b03ef0fffa,20.950415057486573,1,1045.0
11,005d8c4b703d1ec3e467a55fb5093e4a,19.574632178689946,5,9095.0
12,0062590ec5cca5fc92d2a4254bc4feaa,26.238523897969987,2,1577.0
13,00672e9ed1643c66bd8e916d4a964d2d,23.493499687968118,5,4686.0
14,00698aea5b915a68244728781d831e4c,1.0452110488753947,1,538.0
15,006b83739e32337be0a7258238813e8d,19.2676805166337,6,12039.0
16,006d7d214b73b00e64a83f8147e8c1af,0.0,1,1004.0
17,006f9c768d5710605f468c3efb37f7c1,15.740909921432486,2,466.0
18,007237f45687169015800678e0e146db,5.249194077539724,1,1276.0
19,0076d5ce0d002162b725217d9c950c5d,16.184259414408835,1,858.0
20,0080367d1572f54e17444ce2eb8263e1,22.818355173878174,3,2646.01
21,0080de77607ec3a65e18f4bd5bf9c55e,11.566688677871364,6,2523.0
22,00875669f6f0d2aaaa75a1b3f324618b,68.96573563873584,1,49.0
23,008f114260f64a877e1481facda037e0,19.25173523451453,6,20333.63
24,0095bfd9c3ea5f509a40b06fdd7217ae,12.612903517086643,3,5955.0
25,009ab8148630220ae3a26dd86b89a2ca,29.610046234996506,2,879.0
26,009d8d95689557f60edf09dc67e5b490,38.82031390880829,2,3132.0
27,009f3126936875d007202aa2cb474cf3,15.849011933524586,3,7892.03
28,00a5da0a21e5006a438aa6949794ab81,1.5427020790154056,1,3071.0
29,00a9b96ebe4561c5812016d688118591,34.659925497184275,1,1404.0
30,00ab4a218b0fb8fbb0bfe07a67b03e38,3.989131831942308,1,2061.0
31,00ad0f13156684a0b18a15a7eafede66,18.983665402728615,3,803.0
32,00c0021b07265d1c658e6675b6031f5d,30.049888856212526,1,2608.0
33,00c2b1d47ba17bf2753b627a255654e0,26.123495452413447,1,2044.22
34,00c52b4835ef83f8af242747a39554c1,11.923703632703923,1,445.0
35,00cb2d287c9055eb5766c21f144bd681,21.131123600477938,1,342.0
36,00cc6aaf43cee7d13b1f7ac75f19b9fd,30.31310734748478,1,1069.0
37,00e42f511e3c450a8f3accea2007c54b,25.149507866237947,2,7227.0
38,00e4edcb55575fb8d4074650754854ce,40.01147874672067,2,444.64
39,00e6f14db2ad47ffa1084f27dddd1af6,0.0,1,2402.0
40,00e7469cbfd286267003d12e136821de,9.39170615215549,2,2724.0
